XPath,Tag,Text
"/html/body/main/div[3]/section/div","div","Hotels Car rentals Opens an external link in a new tab Tours & activities Book a vacation Opens an external link in a new tab Dubai Experience Pay in installments Meet & Greet Opens an external link in a new tab Airport transfers Opens an external link in a new tab"
"/html/body/main/div[3]/section/div/ul","ul","Hotels Car rentals Opens an external link in a new tab Tours & activities Book a vacation Opens an external link in a new tab Dubai Experience Pay in installments Meet & Greet Opens an external link in a new tab Airport transfers Opens an external link in a new tab"
"/html/body/main/div[3]/section/div/ul/li","li","Hotels"
"/html/body/main/div[3]/section/div/ul/li/a","a","Hotels"
"/html/body/main/div[3]/section/div/ul/li/a/span","span","Hotels"
"/html/body/main/div[3]/section/div/ul/li[2]","li","Car rentals Opens an external link in a new tab"
"/html/body/main/div[3]/section/div/ul/li[2]/a","a","Car rentals Opens an external link in a new tab"
"/html/body/main/div[3]/section/div/ul/li[2]/a/span","span","Car rentals Opens an external link in a new tab"
"/html/body/main/div[3]/section/div/ul/li[2]/a/span/i","i","Opens an external link in a new tab"
"/html/body/main/div[3]/section/div/ul/li[2]/a/span/i/span","span","Opens an external link in a new tab"
"/html/body/main/div[3]/section/div/ul/li[3]","li","Tours & activities"
"/html/body/main/div[3]/section/div/ul/li[3]/a","a","Tours & activities"
"/html/body/main/div[3]/section/div/ul/li[3]/a/span","span","Tours & activities"
"/html/body/main/div[3]/section/div/ul/li[4]","li","Book a vacation Opens an external link in a new tab"
"/html/body/main/div[3]/section/div/ul/li[4]/a","a","Book a vacation Opens an external link in a new tab"
"/html/body/main/div[3]/section/div/ul/li[4]/a/span","span","Book a vacation Opens an external link in a new tab"
"/html/body/main/div[3]/section/div/ul/li[4]/a/span/i","i","Opens an external link in a new tab"
"/html/body/main/div[3]/section/div/ul/li[4]/a/span/i/span","span","Opens an external link in a new tab"
"/html/body/main/div[3]/section/div/ul/li[5]","li","Dubai Experience"
"/html/body/main/div[3]/section/div/ul/li[5]/a","a","Dubai Experience"
"/html/body/main/div[3]/section/div/ul/li[5]/a/span","span","Dubai Experience"
"/html/body/main/div[3]/section/div/ul/li[6]","li","Pay in installments"
"/html/body/main/div[3]/section/div/ul/li[6]/a","a","Pay in installments"
"/html/body/main/div[3]/section/div/ul/li[6]/a/span","span","Pay in installments"
"/html/body/main/div[3]/section/div/ul/li[7]","li","Meet & Greet Opens an external link in a new tab"
"/html/body/main/div[3]/section/div/ul/li[7]/a","a","Meet & Greet Opens an external link in a new tab"
"/html/body/main/div[3]/section/div/ul/li[7]/a/span","span","Meet & Greet Opens an external link in a new tab"
"/html/body/main/div[3]/section/div/ul/li[7]/a/span/i","i","Opens an external link in a new tab"
"/html/body/main/div[3]/section/div/ul/li[7]/a/span/i/span","span","Opens an external link in a new tab"
"/html/body/main/div[3]/section/div/ul/li[8]","li","Airport transfers Opens an external link in a new tab"
"/html/body/main/div[3]/section/div/ul/li[8]/a","a","Airport transfers Opens an external link in a new tab"
"/html/body/main/div[3]/section/div/ul/li[8]/a/span","span","Airport transfers Opens an external link in a new tab"
"/html/body/main/div[3]/section/div/ul/li[8]/a/span/i","i","Opens an external link in a new tab"
"/html/body/main/div[3]/section/div/ul/li[8]/a/span/i/span","span","Opens an external link in a new tab"
"/html/body/main/section","section","Featured destinations from New York John F. Kennedy ITALY Milan Book Economy Class Return until 08 May 25 from USD 684* INDIA Hyderabad Book Economy Class Return until 08 May 25 from USD 969* BANGLADESH Dhaka Book Economy Class Return until 08 May 25 from USD 1102* CHINA Shanghai Book Economy Class Return until 08 May 25 from USD 1227* UNITED ARAB EMIRATES Dubai Book Premium Economy Return until 08 May 25 from USD 3025* ITALY Milan Book Business Class Return until 08 May 25 from USD 3348* See more fares redirects to Featured fares See more fares *Terms and conditions apply Explore more destinations Be inspired by our route map"
"/html/body/main/section/div","div","Featured destinations from New York John F. Kennedy ITALY Milan Book Economy Class Return until 08 May 25 from USD 684* INDIA Hyderabad Book Economy Class Return until 08 May 25 from USD 969* BANGLADESH Dhaka Book Economy Class Return until 08 May 25 from USD 1102* CHINA Shanghai Book Economy Class Return until 08 May 25 from USD 1227* UNITED ARAB EMIRATES Dubai Book Premium Economy Return until 08 May 25 from USD 3025* ITALY Milan Book Business Class Return until 08 May 25 from USD 3348* See more fares redirects to Featured fares See more fares *Terms and conditions apply Explore more destinations Be inspired by our route map"
"/html/body/main/section/div/div","div","Featured destinations from New York John F. Kennedy ITALY Milan Book Economy Class Return until 08 May 25 from USD 684* INDIA Hyderabad Book Economy Class Return until 08 May 25 from USD 969* BANGLADESH Dhaka Book Economy Class Return until 08 May 25 from USD 1102* CHINA Shanghai Book Economy Class Return until 08 May 25 from USD 1227* UNITED ARAB EMIRATES Dubai Book Premium Economy Return until 08 May 25 from USD 3025* ITALY Milan Book Business Class Return until 08 May 25 from USD 3348*"
"/html/body/main/section/div/div/div","div","Featured destinations from New York John F. Kennedy"
"/html/body/main/section/div/div/div/h2","h2","Featured destinations from"
"/html/body/main/section/div/div/div/div","div","New York John F. Kennedy"
"/html/body/main/section/div/div/div/div/div","div","New York John F. Kennedy"
"/html/body/main/section/div/div/div/div/div/div","div","New York John F. Kennedy"
"/html/body/main/section/div/div/div/div/div/div/a","a","New York John F. Kennedy"
"/html/body/main/section/div/div/div/div/div/div/a/span","span",""
"/html/body/main/section/div/div/div/div/div/div/a/span[2]","span","New York John F. Kennedy"
"/html/body/main/section/div/div/div/div/div/div/a/i","i",""
"/html/body/main/section/div/div/div/h2[2]","h2",""
"/html/body/main/section/div/div/a","a",""
"/html/body/main/section/div/div/a/img","img",""
"/html/body/main/section/div/div/ul","ul","ITALY Milan Book Economy Class Return until 08 May 25 from USD 684* INDIA Hyderabad Book Economy Class Return until 08 May 25 from USD 969* BANGLADESH Dhaka Book Economy Class Return until 08 May 25 from USD 1102* CHINA Shanghai Book Economy Class Return until 08 May 25 from USD 1227* UNITED ARAB EMIRATES Dubai Book Premium Economy Return until 08 May 25 from USD 3025* ITALY Milan Book Business Class Return until 08 May 25 from USD 3348*"
"/html/body/main/section/div/div/ul/li[31]","li","ITALY Milan Book Economy Class Return until 08 May 25 from USD 684*"
"/html/body/main/section/div/div/ul/li[31]/a","a","ITALY Milan Book Economy Class Return until 08 May 25 from USD 684*"
"/html/body/main/section/div/div/ul/li[31]/a/picture","picture",""
"/html/body/main/section/div/div/ul/li[31]/a/picture/img","img",""
"/html/body/main/section/div/div/ul/li[31]/a/div","div","ITALY Milan Book Economy Class Return until 08 May 25 from USD 684*"
"/html/body/main/section/div/div/ul/li[31]/a/div/div","div","ITALY Milan Book Economy Class Return until 08 May 25 from USD 684*"
"/html/body/main/section/div/div/ul/li[31]/a/div/div/p","p","ITALY"
"/html/body/main/section/div/div/ul/li[31]/a/div/div/h3","h3","Milan"
"/html/body/main/section/div/div/ul/li[31]/a/div/div/p[2]","p","Book Economy Class Return until 08 May 25"
"/html/body/main/section/div/div/ul/li[31]/a/div/div/p[3]","p","from USD 684*"
"/html/body/main/section/div/div/ul/li[32]","li","INDIA Hyderabad Book Economy Class Return until 08 May 25 from USD 969*"
"/html/body/main/section/div/div/ul/li[32]/a","a","INDIA Hyderabad Book Economy Class Return until 08 May 25 from USD 969*"
"/html/body/main/section/div/div/ul/li[32]/a/picture","picture",""
"/html/body/main/section/div/div/ul/li[32]/a/picture/img","img",""
"/html/body/main/section/div/div/ul/li[32]/a/div","div","INDIA Hyderabad Book Economy Class Return until 08 May 25 from USD 969*"
"/html/body/main/section/div/div/ul/li[32]/a/div/div","div","INDIA Hyderabad Book Economy Class Return until 08 May 25 from USD 969*"
"/html/body/main/section/div/div/ul/li[32]/a/div/div/p","p","INDIA"
"/html/body/main/section/div/div/ul/li[32]/a/div/div/h3","h3","Hyderabad"
"/html/body/main/section/div/div/ul/li[32]/a/div/div/p[2]","p","Book Economy Class Return until 08 May 25"
"/html/body/main/section/div/div/ul/li[32]/a/div/div/p[3]","p","from USD 969*"
"/html/body/main/section/div/div/ul/li[33]","li","BANGLADESH Dhaka Book Economy Class Return until 08 May 25 from USD 1102*"
"/html/body/main/section/div/div/ul/li[33]/a","a","BANGLADESH Dhaka Book Economy Class Return until 08 May 25 from USD 1102*"
"/html/body/main/section/div/div/ul/li[33]/a/picture","picture",""
"/html/body/main/section/div/div/ul/li[33]/a/picture/img","img",""
"/html/body/main/section/div/div/ul/li[33]/a/div","div","BANGLADESH Dhaka Book Economy Class Return until 08 May 25 from USD 1102*"
"/html/body/main/section/div/div/ul/li[33]/a/div/div","div","BANGLADESH Dhaka Book Economy Class Return until 08 May 25 from USD 1102*"
"/html/body/main/section/div/div/ul/li[33]/a/div/div/p","p","BANGLADESH"
"/html/body/main/section/div/div/ul/li[33]/a/div/div/h3","h3","Dhaka"
"/html/body/main/section/div/div/ul/li[33]/a/div/div/p[2]","p","Book Economy Class Return until 08 May 25"
"/html/body/main/section/div/div/ul/li[33]/a/div/div/p[3]","p","from USD 1102*"
"/html/body/main/section/div/div/ul/li[34]","li","CHINA Shanghai Book Economy Class Return until 08 May 25 from USD 1227*"
"/html/body/main/section/div/div/ul/li[34]/a","a","CHINA Shanghai Book Economy Class Return until 08 May 25 from USD 1227*"
"/html/body/main/section/div/div/ul/li[34]/a/picture","picture",""
"/html/body/main/section/div/div/ul/li[34]/a/picture/img","img",""
"/html/body/main/section/div/div/ul/li[34]/a/div","div","CHINA Shanghai Book Economy Class Return until 08 May 25 from USD 1227*"
"/html/body/main/section/div/div/ul/li[34]/a/div/div","div","CHINA Shanghai Book Economy Class Return until 08 May 25 from USD 1227*"
"/html/body/main/section/div/div/ul/li[34]/a/div/div/p","p","CHINA"
"/html/body/main/section/div/div/ul/li[34]/a/div/div/h3","h3","Shanghai"
"/html/body/main/section/div/div/ul/li[34]/a/div/div/p[2]","p","Book Economy Class Return until 08 May 25"
"/html/body/main/section/div/div/ul/li[34]/a/div/div/p[3]","p","from USD 1227*"
"/html/body/main/section/div/div/ul/li[35]","li","UNITED ARAB EMIRATES Dubai Book Premium Economy Return until 08 May 25 from USD 3025*"
"/html/body/main/section/div/div/ul/li[35]/a","a","UNITED ARAB EMIRATES Dubai Book Premium Economy Return until 08 May 25 from USD 3025*"
"/html/body/main/section/div/div/ul/li[35]/a/picture","picture",""
"/html/body/main/section/div/div/ul/li[35]/a/picture/img","img",""
"/html/body/main/section/div/div/ul/li[35]/a/div","div","UNITED ARAB EMIRATES Dubai Book Premium Economy Return until 08 May 25 from USD 3025*"
"/html/body/main/section/div/div/ul/li[35]/a/div/div","div","UNITED ARAB EMIRATES Dubai Book Premium Economy Return until 08 May 25 from USD 3025*"
"/html/body/main/section/div/div/ul/li[35]/a/div/div/p","p","UNITED ARAB EMIRATES"
"/html/body/main/section/div/div/ul/li[35]/a/div/div/h3","h3","Dubai"
"/html/body/main/section/div/div/ul/li[35]/a/div/div/p[2]","p","Book Premium Economy Return until 08 May 25"
"/html/body/main/section/div/div/ul/li[35]/a/div/div/p[3]","p","from USD 3025*"
"/html/body/main/section/div/div/ul/li[36]","li","ITALY Milan Book Business Class Return until 08 May 25 from USD 3348*"
"/html/body/main/section/div/div/ul/li[36]/a","a","ITALY Milan Book Business Class Return until 08 May 25 from USD 3348*"
"/html/body/main/section/div/div/ul/li[36]/a/picture","picture",""
"/html/body/main/section/div/div/ul/li[36]/a/picture/img","img",""
"/html/body/main/section/div/div/ul/li[36]/a/div","div","ITALY Milan Book Business Class Return until 08 May 25 from USD 3348*"
"/html/body/main/section/div/div/ul/li[36]/a/div/div","div","ITALY Milan Book Business Class Return until 08 May 25 from USD 3348*"
"/html/body/main/section/div/div/ul/li[36]/a/div/div/p","p","ITALY"
"/html/body/main/section/div/div/ul/li[36]/a/div/div/h3","h3","Milan"
"/html/body/main/section/div/div/ul/li[36]/a/div/div/p[2]","p","Book Business Class Return until 08 May 25"
"/html/body/main/section/div/div/ul/li[36]/a/div/div/p[3]","p","from USD 3348*"
"/html/body/main/section/div/div[2]","div","See more fares redirects to Featured fares See more fares *Terms and conditions apply Explore more destinations Be inspired by our route map"
"/html/body/main/section/div/div[2]/div","div","See more fares redirects to Featured fares See more fares *Terms and conditions apply Explore more destinations Be inspired by our route map"
"/html/body/main/section/div/div[2]/div/div","div","See more fares redirects to Featured fares See more fares *Terms and conditions apply"
"/html/body/main/section/div/div[2]/div/div/a","a","See more fares redirects to Featured fares See more fares"
"/html/body/main/section/div/div[2]/div/div/a/span","span","See more fares redirects to Featured fares"
"/html/body/main/section/div/div[2]/div/div/a/span[2]","span","See more fares"
"/html/body/main/section/div/div[2]/div/div/span","span","*Terms and conditions apply"
"/html/body/main/section/div/div[2]/div/div[2]","div","Explore more destinations"
"/html/body/main/section/div/div[2]/div/div[2]/a","a","Explore more destinations"
"/html/body/main/section/div/div[2]/div/div[2]/a/span","span","Explore more destinations"
"/html/body/main/section/div/div[2]/div/div[2]/a/span[2]","span",""
"/html/body/main/section/div/div[2]/div/div[3]","div","Be inspired by our route map"
"/html/body/main/section/div/div[2]/div/div[3]/a","a","Be inspired by our route map"
"/html/body/main/section/div/div[2]/div/div[3]/a/span","span","Be inspired by our route map"
"/html/body/main/section/div/div[2]/div/div[3]/a/span[2]","span",""
"/html/body/main/div[4]","div","SKYWARDS+ Enhance your benefits with Skywards+ Choose from 3 packages loaded with what you love  from airport lounge access and extra baggage allowance  to exclusive Cash+Miles rates and discounts. Learn more Learn more :Enhance your benefits with Skywards+"
"/html/body/main/div[4]/ul","ul","SKYWARDS+ Enhance your benefits with Skywards+ Choose from 3 packages loaded with what you love  from airport lounge access and extra baggage allowance  to exclusive Cash+Miles rates and discounts. Learn more Learn more :Enhance your benefits with Skywards+"
"/html/body/main/div[4]/ul/li","li","SKYWARDS+ Enhance your benefits with Skywards+ Choose from 3 packages loaded with what you love  from airport lounge access and extra baggage allowance  to exclusive Cash+Miles rates and discounts. Learn more Learn more :Enhance your benefits with Skywards+"
"/html/body/main/div[4]/ul/li/div","div","SKYWARDS+ Enhance your benefits with Skywards+ Choose from 3 packages loaded with what you love  from airport lounge access and extra baggage allowance  to exclusive Cash+Miles rates and discounts. Learn more Learn more :Enhance your benefits with Skywards+"
"/html/body/main/div[4]/ul/li/div/div","div","SKYWARDS+ Enhance your benefits with Skywards+ Choose from 3 packages loaded with what you love  from airport lounge access and extra baggage allowance  to exclusive Cash+Miles rates and discounts. Learn more Learn more :Enhance your benefits with Skywards+"
"/html/body/main/div[4]/ul/li/div/div/div","div",""
"/html/body/main/div[4]/ul/li/div/div/div/picture","picture",""
"/html/body/main/div[4]/ul/li/div/div/div/picture/img","img",""
"/html/body/main/div[4]/ul/li/div/div/div[2]","div","SKYWARDS+ Enhance your benefits with Skywards+ Choose from 3 packages loaded with what you love  from airport lounge access and extra baggage allowance  to exclusive Cash+Miles rates and discounts. Learn more Learn more :Enhance your benefits with Skywards+"
"/html/body/main/div[4]/ul/li/div/div/div[2]/div","div","SKYWARDS+ Enhance your benefits with Skywards+ Choose from 3 packages loaded with what you love  from airport lounge access and extra baggage allowance  to exclusive Cash+Miles rates and discounts."
"/html/body/main/div[4]/ul/li/div/div/div[2]/div/p","p","SKYWARDS+"
"/html/body/main/div[4]/ul/li/div/div/div[2]/div/h2","h2","Enhance your benefits with Skywards+"
"/html/body/main/div[4]/ul/li/div/div/div[2]/div/p[2]","p","Choose from 3 packages loaded with what you love  from airport lounge access and extra baggage allowance  to exclusive Cash+Miles rates and discounts."
"/html/body/main/div[4]/ul/li/div/div/div[2]/div[2]","div","Learn more Learn more :Enhance your benefits with Skywards+"
"/html/body/main/div[4]/ul/li/div/div/div[2]/div[2]/div","div","Learn more Learn more :Enhance your benefits with Skywards+"
"/html/body/main/div[4]/ul/li/div/div/div[2]/div[2]/div/a","a","Learn more Learn more :Enhance your benefits with Skywards+"
"/html/body/main/div[4]/ul/li/div/div/div[2]/div[2]/div/a/span","span","Learn more"
"/html/body/main/div[4]/ul/li/div/div/div[2]/div[2]/div/a/span[2]","span","Learn more :Enhance your benefits with Skywards+"
"/html/body/main/div[4]/ul/li/div/div/div[2]/div[2]/div/a/span[3]","span",""
"/html/body/main/section[2]","section","FLYING WITH EMIRATES Make it an incredible journey Explore the Emirates experience and plan an unforgettable trip beyond your flight. DUBAI EXPERIENCE Create your Dubai Experience Learn more CABIN FEATURES First Class Learn more CABIN FEATURES Business Class Learn more CABIN FEATURES Premium Economy Learn more CABIN FEATURES Economy Class Learn more"
"/html/body/main/section[2]/div","div","FLYING WITH EMIRATES Make it an incredible journey Explore the Emirates experience and plan an unforgettable trip beyond your flight."
"/html/body/main/section[2]/div/span","span","FLYING WITH EMIRATES"
"/html/body/main/section[2]/div/h2","h2","Make it an incredible journey"
"/html/body/main/section[2]/div/div","div","Explore the Emirates experience and plan an unforgettable trip beyond your flight."
"/html/body/main/section[2]/div/div/p","p","Explore the Emirates experience and plan an unforgettable trip beyond your flight."
"/html/body/main/section[2]/div[3]","div","DUBAI EXPERIENCE Create your Dubai Experience Learn more CABIN FEATURES First Class Learn more CABIN FEATURES Business Class Learn more CABIN FEATURES Premium Economy Learn more CABIN FEATURES Economy Class Learn more"
"/html/body/main/section[2]/div[3]/div","div","DUBAI EXPERIENCE Create your Dubai Experience Learn more CABIN FEATURES First Class Learn more CABIN FEATURES Business Class Learn more CABIN FEATURES Premium Economy Learn more CABIN FEATURES Economy Class Learn more"
"/html/body/main/section[2]/div[3]/div/a","a","DUBAI EXPERIENCE Create your Dubai Experience Learn more"
"/html/body/main/section[2]/div[3]/div/a/div","div","DUBAI EXPERIENCE Create your Dubai Experience Learn more"
"/html/body/main/section[2]/div[3]/div/a/div/div","div","DUBAI EXPERIENCE Create your Dubai Experience Learn more"
"/html/body/main/section[2]/div[3]/div/a/div/div/span","span","DUBAI EXPERIENCE"
"/html/body/main/section[2]/div[3]/div/a/div/div/h3","h3","Create your Dubai Experience"
"/html/body/main/section[2]/div[3]/div/a/div/div/span[2]","span","Learn more"
"/html/body/main/section[2]/div[3]/div/a[2]","a","CABIN FEATURES First Class Learn more"
"/html/body/main/section[2]/div[3]/div/a[2]/div","div","CABIN FEATURES First Class Learn more"
"/html/body/main/section[2]/div[3]/div/a[2]/div/div","div","CABIN FEATURES First Class Learn more"
"/html/body/main/section[2]/div[3]/div/a[2]/div/div/span","span","CABIN FEATURES"
"/html/body/main/section[2]/div[3]/div/a[2]/div/div/h3","h3","First Class"
"/html/body/main/section[2]/div[3]/div/a[2]/div/div/span[2]","span","Learn more"
"/html/body/main/section[2]/div[3]/div/a[3]","a","CABIN FEATURES Business Class Learn more"
"/html/body/main/section[2]/div[3]/div/a[3]/div","div","CABIN FEATURES Business Class Learn more"
"/html/body/main/section[2]/div[3]/div/a[3]/div/div","div","CABIN FEATURES Business Class Learn more"
"/html/body/main/section[2]/div[3]/div/a[3]/div/div/span","span","CABIN FEATURES"
"/html/body/main/section[2]/div[3]/div/a[3]/div/div/h3","h3","Business Class"
"/html/body/main/section[2]/div[3]/div/a[3]/div/div/span[2]","span","Learn more"
"/html/body/main/section[2]/div[3]/div/a[4]","a","CABIN FEATURES Premium Economy Learn more"
"/html/body/main/section[2]/div[3]/div/a[4]/div","div","CABIN FEATURES Premium Economy Learn more"
"/html/body/main/section[2]/div[3]/div/a[4]/div/div","div","CABIN FEATURES Premium Economy Learn more"
"/html/body/main/section[2]/div[3]/div/a[4]/div/div/span","span","CABIN FEATURES"
"/html/body/main/section[2]/div[3]/div/a[4]/div/div/h3","h3","Premium Economy"
"/html/body/main/section[2]/div[3]/div/a[4]/div/div/span[2]","span","Learn more"
"/html/body/main/section[2]/div[3]/div/a[5]","a","CABIN FEATURES Economy Class Learn more"
"/html/body/main/section[2]/div[3]/div/a[5]/div","div","CABIN FEATURES Economy Class Learn more"
"/html/body/main/section[2]/div[3]/div/a[5]/div/div","div","CABIN FEATURES Economy Class Learn more"
"/html/body/main/section[2]/div[3]/div/a[5]/div/div/span","span","CABIN FEATURES"
"/html/body/main/section[2]/div[3]/div/a[5]/div/div/h3","h3","Economy Class"
"/html/body/main/section[2]/div[3]/div/a[5]/div/div/span[2]","span","Learn more"
"/html/body/main/div[5]","div","About us Learn more about our history  our business and sustainability initiatives Our business Our planet Our people Our communities"
"/html/body/main/div[5]/div","div","About us Learn more about our history  our business and sustainability initiatives Our business Our planet Our people Our communities"
"/html/body/main/div[5]/div/h2","h2","About us"
"/html/body/main/div[5]/div/p","p","Learn more about our history  our business and sustainability initiatives"
"/html/body/main/div[5]/div/ul","ul","Our business Our planet Our people Our communities"
"/html/body/main/div[5]/div/ul/li","li","Our business"
"/html/body/main/div[5]/div/ul/li/a","a","Our business"
"/html/body/main/div[5]/div/ul/li/a/div","div",""
"/html/body/main/div[5]/div/ul/li/a/div/img","img",""
"/html/body/main/div[5]/div/ul/li/a/span","span","Our business"
"/html/body/main/div[5]/div/ul/li[2]","li","Our planet"
"/html/body/main/div[5]/div/ul/li[2]/a","a","Our planet"
"/html/body/main/div[5]/div/ul/li[2]/a/div","div",""
"/html/body/main/div[5]/div/ul/li[2]/a/div/img","img",""
"/html/body/main/div[5]/div/ul/li[2]/a/span","span","Our planet"
"/html/body/main/div[5]/div/ul/li[3]","li","Our people"
"/html/body/main/div[5]/div/ul/li[3]/a","a","Our people"
"/html/body/main/div[5]/div/ul/li[3]/a/div","div",""
"/html/body/main/div[5]/div/ul/li[3]/a/div/img","img",""
"/html/body/main/div[5]/div/ul/li[3]/a/span","span","Our people"
"/html/body/main/div[5]/div/ul/li[4]","li","Our communities"
"/html/body/main/div[5]/div/ul/li[4]/a","a","Our communities"
"/html/body/main/div[5]/div/ul/li[4]/a/div","div",""
"/html/body/main/div[5]/div/ul/li[4]/a/div/img","img",""
"/html/body/main/div[5]/div/ul/li[4]/a/span","span","Our communities"
"/html/body/footer","footer","About Us About us Careers Opens an external link in a new tab Media Center Opens an external link in a new tab Our planet Our people Our communities Help Help and Contact Travel Updates Special Assistance Frequently asked questions Book Book flights Travel services Transportation Planning your trip Dubai Experience Manage Check-in Manage Your Booking Chauffeur-drive service Flight status Before you fly Baggage Visa and passport information Health Travel information Dubai International Getting to and from the airport Rules and notices Where we fly Route map Africa Asia and the Pacific Europe The Americas The Middle East Flights to all countries/territories Experience Cabin features Shop Emirates What's on your flight Inflight entertainment Dining Our lounges Dubai Stopover Loyalty Log in to Emirates Skywards Join Emirates Skywards Our partners Business Rewards benefits Register your company Emirates Skywards Program Rules Subscribe to our special offers Save with our latest fares and offers. Unsubscribe or change your preferences Email address Subscribe For details about how we use your information  please see our privacy policy. Emirates App Book and manage your flights on the go. Connect with us Share your Emirates experience. Connect with us on Facebook - Opens an external link in a new tab Connect with us on X-social - Opens an external link in a new tab Connect with us on LinkedIn - Opens an external link in a new tab Connect with us on Youtube - Opens an external link in a new tab Connect with us on Instagram - Opens an external link in a new tab Connect with us on Snapchat - Opens an external link in a new tab Connect with us on Tiktok - Opens an external link in a new tab Accessibility statement Contact us Privacy Policy Terms and conditions Cookie Policy Cybersecurity Modern Slavery Act Transparency Statement Sitemap Customer Service Plan Optional services © 2025 The Emirates Group. All Rights Reserved."
